tile_name,lon_center,lat_center
8602837_3339684.tif,8602417.24041779,3339798.3090990726
8602837_3339684.tif,8602722.988530887,3339798.3090990726
8602837_3339684.tif,8603028.736643985,3339798.3090990726
8602837_3339684.tif,8603334.484757084,3339798.3090990726
8602837_3339684.tif,8603640.23287018,3339798.3090990726
8602837_3339684.tif,8603945.98098328,3339798.3090990726
8602837_3339684.tif,8604175.292068101,3339798.3090990726
8602837_3339684.tif,8601499.996078495,3339492.560985975
8602837_3339684.tif,8601805.744191594,3339492.560985975
8602837_3339684.tif,8602111.49230469,3339492.560985975
8602837_3339684.tif,8602417.24041779,3339492.560985975
8602837_3339684.tif,8602722.988530887,3339492.560985975
8602837_3339684.tif,8603028.736643985,3339492.560985975
8602837_3339684.tif,8603334.484757084,3339492.560985975
8602837_3339684.tif,8603640.23287018,3339492.560985975
8602837_3339684.tif,8603945.98098328,3339492.560985975
8602837_3339684.tif,8604175.292068101,3339492.560985975
8602837_3339684.tif,8601499.996078495,3339186.8128728773
8602837_3339684.tif,8601805.744191594,3339186.8128728773
8602837_3339684.tif,8602111.49230469,3339186.8128728773
8602837_3339684.tif,8602417.24041779,3339186.8128728773
8602837_3339684.tif,8602722.988530887,3339186.8128728773
8602837_3339684.tif,8603028.736643985,3339186.8128728773
8602837_3339684.tif,8603334.484757084,3339186.8128728773
8602837_3339684.tif,8603640.23287018,3339186.8128728773
8602837_3339684.tif,8603945.98098328,3339186.8128728773
8602837_3339684.tif,8604175.292068101,3339186.8128728773
8602837_3339684.tif,8601499.996078495,3338881.064759779
8602837_3339684.tif,8601805.744191594,3338881.064759779
8602837_3339684.tif,8602111.49230469,3338881.064759779
8602837_3339684.tif,8602417.24041779,3338881.064759779
8602837_3339684.tif,8602722.988530887,3338881.064759779
8602837_3339684.tif,8603028.736643985,3338881.064759779
8602837_3339684.tif,8603334.484757084,3338881.064759779
8602837_3339684.tif,8603640.23287018,3338881.064759779
8602837_3339684.tif,8603945.98098328,3338881.064759779
8602837_3339684.tif,8604175.292068101,3338881.064759779
8602837_3339684.tif,8601499.996078495,3338575.316646681
8602837_3339684.tif,8601805.744191594,3338575.316646681
8602837_3339684.tif,8602111.49230469,3338575.316646681
8602837_3339684.tif,8602417.24041779,3338575.316646681
8602837_3339684.tif,8602722.988530887,3338575.316646681
8602837_3339684.tif,8603028.736643985,3338575.316646681
8602837_3339684.tif,8603334.484757084,3338575.316646681
8602837_3339684.tif,8603640.23287018,3338575.316646681
8602837_3339684.tif,8603945.98098328,3338575.316646681
8602837_3339684.tif,8604175.292068101,3338575.316646681
8602837_3339684.tif,8601499.996078495,3338346.005561858
8602837_3339684.tif,8601805.744191594,3338346.005561858
8602837_3339684.tif,8602111.49230469,3338346.005561858
8602837_3339684.tif,8602417.24041779,3338346.005561858
8602837_3339684.tif,8602722.988530887,3338346.005561858
8602837_3339684.tif,8603028.736643985,3338346.005561858
8602837_3339684.tif,8603334.484757084,3338346.005561858
8602837_3339684.tif,8603640.23287018,3338346.005561858
8602837_3339684.tif,8603945.98098328,3338346.005561858
8602837_3339684.tif,8604175.292068101,3338346.005561858
8602837_3342435.tif,8601499.996078495,3343773.0345693445
8602837_3342435.tif,8601805.744191594,3343773.0345693445
8602837_3342435.tif,8602111.49230469,3343773.0345693445
8602837_3342435.tif,8602417.24041779,3343773.0345693445
8602837_3342435.tif,8602722.988530887,3343773.0345693445
